"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MYH16",6.22685159683897,0.0366449676813825,0.308575667857087,0.118755208198574,0.905469296155981,0.94550160757629
"BAD",105.839629662848,0.471937611217363,0.112636738864951,4.18990833695217,2.7906716366299e-05,0.000383663202676497
"LAP3",987.540345161087,0.412090707795563,0.133961074616614,3.07619738774815,0.00209659000229173,0.0113868572105599
"CD99",2347.36617998543,0.380669753806183,0.139579249571086,2.7272660870147,0.00638615180669189,0.0274008391661079
"HS3ST1",81.8826909673234,0.425015469266499,0.268968912695163,1.58016577086064,0.114068908328287,0.242680970157409
"AOC1",2.7630785878049,0.333273966751095,0.573314125912636,0.581311277165147,0.561030681506125,0.712598705665916
"WNT16",48.7723153298887,-0.591579978262021,0.285738634211949,-2.07035348892727,0.0384192539974774,0.108594400522144
"MAD1L1",579.557847228889,-0.043744519066932,0.0756141239089718,-0.578523122473705,0.562910991077949,0.713845162318576
"LASP1",3888.18077893872,-0.0169824762962331,0.0863327389430473,-0.196709573959379,0.844054817544445,0.909222055927259
"SNX11",597.892611520357,0.130101391326845,0.064108547120713,2.0293922912006,0.0424183496641692,0.116661860273079
"TMEM176A",431.803628406717,1.00297648412631,0.536861777981551,1.86822106780859,0.0617312633829959,0.154214312560602
"M6PR",1540.69378366247,0.193053952910407,0.0604547859024359,3.19336095610303,0.00140627043233873,0.00832243472086785
"KLHL13",13.3003326052445,0.807581277154387,0.252689397677571,3.19594444633112,0.00139373944163792,0.00826364612858243
